,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,radnevo,90,BG,1547938800,100,42.29,25.93,279.15,2.1
386,vildbjerg,12,DK,1547940000,92,55.87,12.19,274.15,3.6
387,minervino murge,20,IT,1547940000,86,41.09,16.08,278.15,2.6
388,daru,36,SL,1547941737,89,7.99,-10.85,296.807,1.57
389,yumen,76,CN,1547941742,86,40.29,97.04,261.732,0.87
390,sinegorye,56,RU,1547941742,49,62.09,150.53,237.532,0.87
391,hambantota,32,LK,1547941743,100,6.12,81.12,296.857,4.07
392,simbahan,8,PH,1547941743,100,6.3,120.58,300.607,6.92
393,tefe,20,BR,1547937900,94,-3.35,-64.71,299.15,1.5
394,ponta delgada,20,PT,1547938800,76,37.73,-25.67,287.15,3.1
395,mehamn,76,NO,1547941744,84,71.03,27.85,264.782,3.57
396,ouegoa,12,NC,1547941744,66,-20.34,164.44,302.157,2.77
397,lokosovo,80,RU,1547941744,86,61.13,74.84,266.757,4.67
398,hovd,75,NO,1547940000,92,63.83,10.7,272.15,5.1
399,middletown,90,US,1547941440,92,41.55,-71.29,273.75,4.6
400,khandyga,8,RU,1547941745,0,62.65,135.58,226.757,1.07
401,glendive,90,US,1547939700,84,47.11,-104.71,265.35,5.1
402,doka,0,SD,1547941746,43,13.52,35.76,291.032,4.02
403,san quintin,0,PH,1547941731,81,17.54,120.52,292.882,1.37
404,nanortalik,24,GL,1547941471,94,60.14,-45.24,269.807,3.77
405,noyabrsk,88,RU,1547941747,93,63.2,75.45,265.507,3.57
406,stromness,90,CA,1547940660,87,42.87,-79.55,264.25,6.7
407,dalby,8,AU,1547938800,57,-27.18,151.26,300.15,8.2
408,abu samrah,12,SY,1547941748,81,35.3,37.18,271.732,1.22
409,minden,1,US,1547940900,73,38.95,-119.77,288.15,3.6
410,sain alto,0,MX,1547941748,34,23.58,-103.25,285.957,3.82
411,aykhal,80,RU,1547941748,58,65.95,111.51,247.757,1.82
412,chifeng,0,CN,1547941749,32,42.27,118.96,257.907,2.32
413,rzeszow,44,PL,1547940600,92,50.04,22.0,265.15,2.1
414,clermont,0,AU,1547941591,53,-22.82,147.64,301.457,4.47
415,shu,8,KZ,1547941750,73,43.6,73.76,271.707,2.47
416,saint-francois,75,FR,1547938800,83,46.42,3.91,273.15,1.5
417,suntar,80,RU,1547941750,68,62.16,117.65,249.857,1.77
418,tekit,40,MX,1547937900,51,20.53,-89.33,302.15,5.1
419,bin qirdan,8,TN,1547941751,78,33.14,11.22,280.882,4.02
420,mazagao,75,BR,1547938800,100,-0.12,-51.29,299.15,3.17
421,atbasar,64,KZ,1547941752,89,51.81,68.36,269.907,3.77
422,skibbereen,75,IE,1547940600,100,51.55,-9.27,279.15,1.0
423,meulaboh,68,ID,1547941753,100,4.14,96.13,297.857,2.27
424,hamilton,75,BM,1547938500,77,32.3,-64.78,290.15,1.0
425,san ignacio,0,CL,1547938800,44,-36.8,-72.03,300.15,4.6
426,melilla,75,EC,1547938800,70,-0.8,-80.23,302.15,4.1
427,fomboni,32,KM,1547941754,100,-12.28,43.74,302.132,6.12
428,porto velho,40,BR,1547938800,83,-8.75,-63.87,300.15,0.5
429,batticaloa,64,LK,1547941755,100,7.71,81.69,297.257,4.27
430,tapes,92,BR,1547941670,96,-30.67,-51.4,293.282,6.52
431,ada,1,US,1547940960,57,47.3,-96.52,254.85,2.22
432,male,76,UA,1547941756,94,50.74,33.7,266.207,3.17
433,panan,75,PH,1547938800,78,15.26,120.04,298.15,1.0
434,chalus,20,IR,1547938800,80,36.66,51.42,277.15,1.0
435,loyga,68,RU,1547941757,84,61.08,44.61,263.032,5.12
436,villa maria,40,CO,1547938800,55,4.5,-74.09,290.15,5.1
437,wanning,75,AT,1547940000,73,48.64,13.53,269.15,2.6
438,jiuquan,68,CN,1547941758,74,39.73,98.49,258.007,1.17
439,tecoanapa,90,MX,1547938080,74,16.99,-99.26,301.15,2.1
440,anadyr,0,RU,1547940600,76,64.73,177.51,251.15,5.0
441,polyarnyy,0,RU,1547940600,67,69.2,33.45,242.15,1.17
442,kabare,48,RW,1547941759,100,-1.65,29.38,286.307,0.77
443,konosha,80,RU,1547941759,85,60.97,40.26,262.132,4.57
444,bandarbeyla,92,SO,1547941759,100,9.49,50.81,297.482,6.27
445,dedovichi,80,RU,1547941760,88,57.55,29.95,270.207,7.67
446,tshikapa,64,CD,1547941760,98,-6.42,20.79,295.107,0.92
447,guerrero negro,0,MX,1547941760,31,27.97,-114.04,298.382,3.87
448,severodvinsk,75,RU,1547940600,84,64.56,39.82,257.15,4.0
449,karoi,64,ZW,1547941761,89,-16.82,29.68,293.532,1.57
450,penzance,88,GB,1547938200,93,50.12,-5.53,279.15,4.1
451,ipameri,44,BR,1547941667,75,-17.72,-48.16,297.157,1.32
452,lake havasu city,1,US,1547940900,25,34.47,-114.34,293.75,4.1
453,okha,0,RU,1547941762,84,53.59,142.95,254.057,7.82
454,inuvik,90,CA,1547938800,83,68.36,-133.71,253.15,2.92
455,iquitos,40,PE,1547938800,74,-3.75,-73.25,301.15,2.6
456,turukhansk,48,RU,1547941763,83,65.8,87.96,258.382,5.87
457,auch,0,FR,1547938800,93,43.65,0.59,279.15,2.1
458,lata,12,IN,1547941763,74,30.78,78.62,271.632,0.97
459,sangar,68,RU,1547941763,50,63.92,127.47,238.357,4.32
460,santa,0,PH,1547941764,81,17.49,120.43,292.882,1.37
461,tinskoy,44,RU,1547941764,68,56.15,96.92,268.232,3.47
462,vila velha,40,BR,1547938800,94,-3.71,-38.6,299.15,2.6
463,wakkanai,75,JP,1547940600,85,45.41,141.67,261.15,2.1
464,husavik,0,CA,1547941765,50,50.56,-96.99,238.557,3.37
465,porto novo,20,BR,1547938800,78,-23.68,-45.44,298.15,2.6
466,tilichiki,88,RU,1547941766,81,60.47,166.1,267.957,3.12
467,killarney,56,AU,1547941766,65,-28.34,152.3,300.282,2.42
468,baykit,44,RU,1547941766,71,61.68,96.39,261.882,4.37
469,maravatio,75,MX,1547937660,28,19.89,-100.44,296.15,2.1
470,sioux lookout,5,CA,1547938800,75,50.1,-91.92,247.15,2.1
471,waingapu,56,ID,1547941767,100,-9.65,120.26,298.132,1.82
472,aracati,20,BR,1547941528,92,-4.56,-37.77,297.507,2.57
473,wattegama,36,LK,1547941768,98,7.35,80.68,289.407,2.07
474,khanpur,76,PK,1547941768,81,28.65,70.66,285.282,3.87
475,warri,0,NG,1547941695,93,5.52,5.75,297.607,3.12
476,buzmeyin,90,TM,1547938800,82,38.05,58.21,275.15,1.0
477,sao gabriel da cachoeira,68,BR,1547941731,91,-0.13,-67.09,297.707,1.12
478,kupang,40,ID,1547938800,94,-10.16,123.6,299.15,1.0
479,magomeni,40,TZ,1547938800,83,-6.8,39.25,301.15,5.7
480,huarmey,36,PE,1547941770,71,-10.07,-78.15,294.732,1.62
481,ust-kuyga,0,RU,1547941770,0,70.0,135.55,218.957,1.22
482,hirara,75,JP,1547938800,77,24.8,125.28,295.15,2.6
483,touros,40,BR,1547938800,78,-5.2,-35.46,301.15,3.6
484,mildura,92,AU,1547938800,37,-34.18,142.16,295.15,4.6
485,balkhash,80,KZ,1547941771,85,46.84,74.98,263.707,4.97
486,bagotville,90,AU,1547938800,69,-28.98,153.42,302.15,2.1
487,colesberg,0,ZA,1547941772,43,-30.72,25.1,285.232,4.67
488,broome,8,GB,1547940000,92,52.47,1.45,273.15,1.0
489,ixtapa,40,MX,1547937840,78,20.71,-105.21,299.15,5.1
490,langenhagen,0,DE,1547940000,92,52.44,9.74,270.15,2.1
491,chamba,88,IN,1547941773,72,32.56,76.12,277.282,0.92
492,glenwood springs,90,US,1547938560,53,39.55,-107.33,274.85,2.6
493,alcaniz,80,ES,1547941774,91,41.05,-0.13,273.882,1.17
494,monkey bay,56,MW,1547941774,100,-14.08,34.91,298.532,1.82
495,krishnarajasagara,0,IN,1547941774,86,12.41,76.58,284.607,1.67
496,baoding,0,CN,1547941775,51,38.86,115.49,264.757,2.52
497,halmstad,8,SE,1547940000,100,56.67,12.86,274.15,5.7
498,celestun,24,MX,1547941775,95,20.87,-90.4,297.282,8.52
499,sars,76,RU,1547941775,86,56.55,57.14,266.982,2.57
500,prince rupert,90,CA,1547939100,93,54.32,-130.32,279.15,9.8
501,mudgee,40,AU,1547938800,61,-32.6,149.59,300.15,5.1
502,socorro,92,PH,1547941776,100,13.06,121.41,295.907,2.72
503,vestmannaeyjar,68,IS,1547941777,100,63.44,-20.27,275.032,6.07
504,sayyan,0,YE,1547941777,72,15.17,44.32,275.732,0.92
505,northam,88,GB,1547938200,93,51.04,-4.21,279.15,3.1
506,godhra,0,IN,1547940600,72,22.78,73.62,289.15,2.1
507,narsaq,76,GL,1547938200,85,60.91,-46.05,265.15,4.82
508,kitgum,20,UG,1547941778,57,3.3,32.88,293.557,1.07
509,antofagasta,40,CL,1547938800,72,-23.65,-70.4,292.15,5.7
510,trincomalee,80,LK,1547941779,81,8.58,81.23,295.782,2.57
511,cap malheureux,75,MU,1547938800,94,-19.98,57.61,298.15,1.5
512,taonan,0,CN,1547941779,58,45.34,122.78,256.607,5.22
513,san ramon de la nueva oran,64,AR,1547941780,82,-23.13,-64.33,295.557,1.77
514,elbistan,8,TR,1547941780,53,38.2,37.19,257.557,0.92
515,tazovskiy,76,RU,1547941780,83,67.47,78.7,258.457,6.82
516,abaza,56,RU,1547941781,60,52.65,90.1,250.732,1.07
517,clyde river,40,CA,1547938800,74,70.47,-68.59,243.15,1.0
518,moron,20,VE,1547941751,76,10.49,-68.2,295.557,1.62
519,grindavik,75,IS,1547940600,74,63.84,-22.43,274.15,11.3
520,rio grande,44,BR,1547941724,96,-32.03,-52.1,294.157,8.82
521,priyutovo,92,RU,1547941782,91,53.89,53.93,266.307,3.92
522,verkhnevilyuysk,76,RU,1547941782,71,63.45,120.31,246.307,2.42
523,suffolk,90,US,1547940900,80,36.73,-76.58,285.35,4.1
524,zlobin,0,HR,1547938800,59,45.29,14.65,276.15,5.1
525,tivaouane,8,SN,1547940600,72,14.95,-16.81,291.15,6.2
526,mawlaik,80,MM,1547941784,91,23.63,94.42,286.857,0.92
527,chiredzi,92,ZW,1547941784,90,-21.05,31.67,295.457,6.97
528,rodez,0,FR,1547938800,86,44.35,2.57,275.15,2.1
529,pacific grove,1,US,1547940000,52,36.62,-121.92,294.25,3.1
530,dombarovskiy,80,RU,1547941785,88,50.76,59.54,259.757,1.67
531,aba,20,NG,1547938800,83,5.11,7.36,301.15,4.02
532,rassvet,40,MD,1547940600,79,47.2,28.43,271.15,1.5
533,sorland,64,NO,1547941725,100,67.67,12.69,275.057,7.42
534,maniitsoq,80,GL,1547941787,100,65.42,-52.9,265.132,3.57
535,havre-saint-pierre,20,CA,1547938800,56,50.23,-63.6,246.15,4.6
536,port shepstone,80,ZA,1547941787,95,-30.74,30.45,292.957,7.37
537,taklisah,40,TN,1547938800,87,36.78,10.63,283.15,3.1
538,san juan de la maguana,75,DO,1547938800,83,18.81,-71.23,298.15,6.2
539,belousovka,40,KZ,1547940600,84,50.13,82.52,256.15,1.0
540,upata,48,VE,1547941789,56,8.02,-62.41,299.707,4.12
541,flinders,90,AU,1547940600,83,-34.58,150.85,294.15,1.5
542,hualmay,24,PE,1547941789,81,-11.1,-77.61,294.907,2.07
543,kyaikkami,0,MM,1547941790,96,16.08,97.57,294.257,1.22
544,najran,5,SA,1547938800,40,17.54,44.22,285.15,1.0
545,alyangula,40,AU,1547938800,70,-13.85,136.42,304.15,5.7
546,ahuimanu,90,US,1547939700,71,21.44,-157.84,300.95,3.6
547,yichun,44,CN,1547941791,66,47.72,128.88,254.707,2.67
548,mbandaka,20,CD,1547941792,90,0.05,18.26,296.807,1.37
549,makinsk,48,KZ,1547941792,89,52.63,70.42,267.632,5.62
550,koumac,12,NC,1547941792,66,-20.56,164.28,302.157,2.77
551,liverpool,90,GB,1547936400,93,53.41,-2.98,277.15,3.6
552,san pedro,0,AR,1547941794,63,-33.68,-59.66,294.757,4.72
553,clovis,75,US,1547938560,41,36.83,-119.7,292.05,1.37
554,zhangjiakou,0,CN,1547941795,64,40.77,114.88,256.032,2.97
555,sabha,92,LY,1547941795,88,27.03,14.43,285.007,2.97
556,newport,90,GB,1547940000,100,51.59,-3.0,279.15,2.6
557,pacaembu,36,BR,1547941796,92,-21.56,-51.27,298.307,0.92
558,bonnyville,90,CA,1547939820,64,54.27,-110.74,254.15,5.1
559,kandalaksha,48,RU,1547941797,74,67.15,32.41,253.482,0.97
